Entity,Code,Date,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Australia,AUS,2020-11-05,14,0
Australia,AUS,2020-11-06,8,0
Australia,AUS,2020-11-07,6,0
Australia,AUS,2020-11-08,7,0
Australia,AUS,2020-11-09,4,0
Australia,AUS,2020-11-10,2,0
Australia,AUS,2020-11-11,4,0
Australia,AUS,2020-11-12,1,0
Australia,AUS,2020-11-13,6,0
Australia,AUS,2020-11-14,29,0
Australia,AUS,2020-11-15,38,0
Australia,AUS,2020-11-16,9,0
Australia,AUS,2020-11-17,19,0
Australia,AUS,2020-11-18,8,0
Australia,AUS,2020-11-19,7,0
Australia,AUS,2020-11-20,14,0
Australia,AUS,2020-11-21,15,0
Australia,AUS,2020-11-22,13,0
Australia,AUS,2020-11-23,9,0
Australia,AUS,2020-11-24,10,0
Australia,AUS,2020-11-25,12,0
Australia,AUS,2020-11-26,8,0
Australia,AUS,2020-11-27,13,0
Australia,AUS,2020-11-28,6,0
Australia,AUS,2020-11-29,10,1
Australia,AUS,2020-11-30,10,0
Australia,AUS,2020-12-01,11,0
Australia,AUS,2020-12-02,16,0
Australia,AUS,2020-12-03,10,0
Australia,AUS,2020-12-04,7,0
Australia,AUS,2020-12-05,9,0
Australia,AUS,2020-12-06,7,0
Australia,AUS,2020-12-07,15,0
Australia,AUS,2020-12-08,6,0
Australia,AUS,2020-12-09,7,0
Austria,AUT,2020-01-23,0,0
Austria,AUT,2020-01-24,0,0
Austria,AUT,2020-01-25,0,0
Austria,AUT,2020-01-26,0,0
Austria,AUT,2020-01-27,0,0
Austria,AUT,2020-01-28,0,0
Austria,AUT,2020-01-29,0,0
Austria,AUT,2020-01-30,0,0
Austria,AUT,2020-01-31,0,0
Austria,AUT,2020-02-01,0,0
Austria,AUT,2020-02-02,0,0
Austria,AUT,2020-02-03,0,0
Austria,AUT,2020-02-04,0,0
Austria,AUT,2020-02-05,0,0
Austria,AUT,2020-02-06,0,0
Austria,AUT,2020-02-07,0,0
Austria,AUT,2020-02-08,0,0
Austria,AUT,2020-02-09,0,0
Austria,AUT,2020-02-10,0,0
Austria,AUT,2020-02-11,0,0
Austria,AUT,2020-02-12,0,0
Austria,AUT,2020-02-13,0,0
Austria,AUT,2020-02-14,0,0
Austria,AUT,2020-02-15,0,0
Austria,AUT,2020-02-16,0,0
Austria,AUT,2020-02-17,0,0
Austria,AUT,2020-02-18,0,0
Austria,AUT,2020-02-19,0,0
Austria,AUT,2020-02-20,0,0
Austria,AUT,2020-02-21,0,0
Austria,AUT,2020-02-22,0,0
Austria,AUT,2020-02-23,0,0
Austria,AUT,2020-02-24,0,0
Austria,AUT,2020-02-25,2,0
Austria,AUT,2020-02-26,0,0
Austria,AUT,2020-02-27,1,0
Austria,AUT,2020-02-28,0,0
Austria,AUT,2020-02-29,6,0
Austria,AUT,2020-03-01,5,0
Austria,AUT,2020-03-02,4,0
Austria,AUT,2020-03-03,3,0
Austria,AUT,2020-03-04,8,0
Austria,AUT,2020-03-05,12,0
Austria,AUT,2020-03-06,14,0
Austria,AUT,2020-03-07,24,0
Austria,AUT,2020-03-08,25,0
Austria,AUT,2020-03-09,27,0
Austria,AUT,2020-03-10,51,0
Austria,AUT,2020-03-11,64,0
Austria,AUT,2020-03-12,56,1
Austria,AUT,2020-03-13,202,0
Austria,AUT,2020-03-14,151,0
Austria,AUT,2020-03-15,205,0
Austria,AUT,2020-03-16,158,2
Austria,AUT,2020-03-17,314,0
Austria,AUT,2020-03-18,314,1
Austria,AUT,2020-03-19,367,2
Austria,AUT,2020-03-20,375,0
Austria,AUT,2020-03-21,426,2
Austria,AUT,2020-03-22,768,8
Austria,AUT,2020-03-23,892,5
Austria,AUT,2020-03-24,809,7
Austria,AUT,2020-03-25,305,2
Austria,AUT,2020-03-26,1321,19
Austria,AUT,2020-03-27,748,9
Austria,AUT,2020-03-28,614,10
Austria,AUT,2020-03-29,517,18
Austria,AUT,2020-03-30,830,22
Austria,AUT,2020-03-31,562,20
Austria,AUT,2020-04-01,531,18
Austria,AUT,2020-04-02,418,12
Austria,AUT,2020-04-03,395,10
Austria,AUT,2020-04-04,257,18
Austria,AUT,2020-04-05,270,18
Austria,AUT,2020-04-06,246,16
Austria,AUT,2020-04-07,342,23
Austria,AUT,2020-04-08,303,30
Austria,AUT,2020-04-09,302,22
Austria,AUT,2020-04-10,311,24
Austria,AUT,2020-04-11,251,18
Austria,AUT,2020-04-12,139,13
Austria,AUT,2020-04-13,96,18
Austria,AUT,2020-04-14,185,16
Austria,AUT,2020-04-15,110,9
Austria,AUT,2020-04-16,140,17
Austria,AUT,2020-04-17,119,21
Austria,AUT,2020-04-18,76,12
Austria,AUT,2020-04-19,78,9
Austria,AUT,2020-04-20,46,18
Austria,AUT,2020-04-21,78,21
Austria,AUT,2020-04-22,52,19
Austria,AUT,2020-04-23,77,12
Austria,AUT,2020-04-24,69,8
Austria,AUT,2020-04-25,77,6
Austria,AUT,2020-04-26,77,6
Austria,AUT,2020-04-27,49,7
Austria,AUT,2020-04-28,83,20
Austria,AUT,2020-04-29,45,11
Austria,AUT,2020-04-30,50,4
Austria,AUT,2020-05-01,79,5
Austria,AUT,2020-05-02,27,7
Austria,AUT,2020-05-03,39,2
Austria,AUT,2020-05-04,24,2
Austria,AUT,2020-05-05,29,6
Austria,AUT,2020-05-06,34,2
Austria,AUT,2020-05-07,68,1
Austria,AUT,2020-05-08,22,5
Austria,AUT,2020-05-09,59,1
Austria,AUT,2020-05-10,38,3
Austria,AUT,2020-05-11,11,2
Austria,AUT,2020-05-12,79,3
Austria,AUT,2020-05-13,36,1
Austria,AUT,2020-05-14,61,2
Austria,AUT,2020-05-15,51,2
Austria,AUT,2020-05-16,92,1
Austria,AUT,2020-05-17,41,0
Austria,AUT,2020-05-18,27,0
Austria,AUT,2020-05-19,52,3
Austria,AUT,2020-05-20,32,1
Austria,AUT,2020-05-21,51,0
Austria,AUT,2020-05-22,32,2
Austria,AUT,2020-05-23,50,4
Austria,AUT,2020-05-24,17,1
Austria,AUT,2020-05-25,36,1
Austria,AUT,2020-05-26,18,2
Austria,AUT,2020-05-27,34,2
Austria,AUT,2020-05-28,37,23
Austria,AUT,2020-05-29,27,0
Austria,AUT,2020-05-30,30,0
Austria,AUT,2020-05-31,46,0
Austria,AUT,2020-06-01,2,0
Austria,AUT,2020-06-02,26,1
Austria,AUT,2020-06-03,12,1
Austria,AUT,2020-06-04,34,0
Austria,AUT,2020-06-05,38,2
Austria,AUT,2020-06-06,55,0
Austria,AUT,2020-06-07,4,0
Austria,AUT,2020-06-08,66,0
Austria,AUT,2020-06-09,11,0
Austria,AUT,2020-06-10,26,1
Austria,AUT,2020-06-11,29,1
Austria,AUT,2020-06-12,30,1
Austria,AUT,2020-06-13,14,2
Austria,AUT,2020-06-14,31,0
Austria,AUT,2020-06-15,26,1
Austria,AUT,2020-06-16,54,3
Austria,AUT,2020-06-17,14,6
Austria,AUT,2020-06-18,20,1
Austria,AUT,2020-06-19,48,0
Austria,AUT,2020-06-20,52,0
Austria,AUT,2020-06-21,18,2
Austria,AUT,2020-06-22,39,0
Austria,AUT,2020-06-23,28,3
Austria,AUT,2020-06-24,41,0
Austria,AUT,2020-06-25,28,5
Austria,AUT,2020-06-26,45,0
Austria,AUT,2020-06-27,58,2
Austria,AUT,2020-06-28,74,2
Austria,AUT,2020-06-29,69,1
Austria,AUT,2020-06-30,43,2
Austria,AUT,2020-07-01,107,0
Austria,AUT,2020-07-02,68,0
Austria,AUT,2020-07-03,109,0
Austria,AUT,2020-07-04,115,0
Austria,AUT,2020-07-05,115,1
Austria,AUT,2020-07-06,85,0
Austria,AUT,2020-07-07,56,0
Austria,AUT,2020-07-08,92,0
Austria,AUT,2020-07-09,102,0
Austria,AUT,2020-07-10,94,0
Austria,AUT,2020-07-11,74,0
Austria,AUT,2020-07-12,114,2
Austria,AUT,2020-07-13,51,0
Austria,AUT,2020-07-14,73,1
Austria,AUT,2020-07-15,133,1
Austria,AUT,2020-07-16,116,1
Austria,AUT,2020-07-17,169,0
Austria,AUT,2020-07-18,134,0
Austria,AUT,2020-07-19,82,0
Austria,AUT,2020-07-20,88,0
Austria,AUT,2020-07-21,84,-1
Austria,AUT,2020-07-22,102,1
Austria,AUT,2020-07-23,170,0
Austria,AUT,2020-07-24,115,0
Austria,AUT,2020-07-25,124,1
Austria,AUT,2020-07-26,134,0
Austria,AUT,2020-07-27,86,1
Austria,AUT,2020-07-28,119,0
Austria,AUT,2020-07-29,173,3
Austria,AUT,2020-07-30,105,2
Austria,AUT,2020-07-31,175,0
Austria,AUT,2020-08-01,82,0
Austria,AUT,2020-08-02,92,0
Austria,AUT,2020-08-03,81,0
Austria,AUT,2020-08-04,96,1
Austria,AUT,2020-08-05,85,0
Austria,AUT,2020-08-06,130,0
Austria,AUT,2020-08-07,141,1
Austria,AUT,2020-08-08,82,1
Austria,AUT,2020-08-09,114,0
Austria,AUT,2020-08-10,73,2
Austria,AUT,2020-08-11,139,0
Austria,AUT,2020-08-12,194,1
Austria,AUT,2020-08-13,155,1
Austria,AUT,2020-08-14,282,0
Austria,AUT,2020-08-15,303,3
Austria,AUT,2020-08-16,191,0
Austria,AUT,2020-08-17,164,1
Austria,AUT,2020-08-18,295,0
Austria,AUT,2020-08-19,255,0
Austria,AUT,2020-08-20,347,0
Austria,AUT,2020-08-21,331,1
Austria,AUT,2020-08-22,300,2
Austria,AUT,2020-08-23,191,0
Austria,AUT,2020-08-24,242,1
Austria,AUT,2020-08-25,211,0
Austria,AUT,2020-08-26,327,0
Austria,AUT,2020-08-27,328,0
Austria,AUT,2020-08-28,229,0
Austria,AUT,2020-08-29,395,0
Austria,AUT,2020-08-30,181,0
Austria,AUT,2020-08-31,272,0
Austria,AUT,2020-09-01,204,1
Austria,AUT,2020-09-02,327,0
Austria,AUT,2020-09-03,403,1
Austria,AUT,2020-09-04,357,0
Austria,AUT,2020-09-05,358,0
Austria,AUT,2020-09-06,184,1
Austria,AUT,2020-09-07,290,10
Austria,AUT,2020-09-08,520,1
Austria,AUT,2020-09-09,502,0
Austria,AUT,2020-09-10,664,1
Austria,AUT,2020-09-11,580,2
Austria,AUT,2020-09-12,869,4
Austria,AUT,2020-09-13,463,2
Austria,AUT,2020-09-14,382,1
Austria,AUT,2020-09-15,764,0
Austria,AUT,2020-09-16,768,1
Austria,AUT,2020-09-17,780,0
Austria,AUT,2020-09-18,808,5
Austria,AUT,2020-09-19,813,2
Austria,AUT,2020-09-20,621,1
Austria,AUT,2020-09-21,563,1
Austria,AUT,2020-09-22,645,4
Austria,AUT,2020-09-23,681,6
Austria,AUT,2020-09-24,832,6
Austria,AUT,2020-09-25,684,3
Austria,AUT,2020-09-26,714,1
Austria,AUT,2020-09-27,662,0
Austria,AUT,2020-09-28,556,3
Austria,AUT,2020-09-29,609,6
Austria,AUT,2020-09-30,772,3
Austria,AUT,2020-10-01,873,3
Austria,AUT,2020-10-02,688,1
Austria,AUT,2020-10-03,1058,6
Austria,AUT,2020-10-04,714,4
Austria,AUT,2020-10-05,750,5
Austria,AUT,2020-10-06,923,4
Austria,AUT,2020-10-07,1029,8
Austria,AUT,2020-10-08,1209,8
Austria,AUT,2020-10-09,1131,4
Austria,AUT,2020-10-10,1235,10
Austria,AUT,2020-10-11,896,-1
Austria,AUT,2020-10-12,979,4
Austria,AUT,2020-10-13,1028,6
Austria,AUT,2020-10-14,1346,11
Austria,AUT,2020-10-15,1552,5
Austria,AUT,2020-10-16,1163,5
Austria,AUT,2020-10-17,1747,7
Austria,AUT,2020-10-18,1672,4
Austria,AUT,2020-10-19,1121,11
Austria,AUT,2020-10-20,1524,10
Austria,AUT,2020-10-21,1958,11
Austria,AUT,2020-10-22,2435,16
Austria,AUT,2020-10-23,2571,13
Austria,AUT,2020-10-24,3614,11
Austria,AUT,2020-10-25,2782,14
Austria,AUT,2020-10-26,2456,13
Austria,AUT,2020-10-27,2835,13
Austria,AUT,2020-10-28,3394,22
Austria,AUT,2020-10-29,4453,29
Austria,AUT,2020-10-30,5627,26
Austria,AUT,2020-10-31,5349,27
Austria,AUT,2020-11-01,4956,21
Austria,AUT,2020-11-02,4135,29
Austria,AUT,2020-11-03,4182,33
Austria,AUT,2020-11-04,6901,35
Austria,AUT,2020-11-05,7416,41
Austria,AUT,2020-11-06,6464,72
Austria,AUT,2020-11-07,8241,37
Austria,AUT,2020-11-08,5933,34
Austria,AUT,2020-11-09,5593,43
Austria,AUT,2020-11-10,6120,45
Austria,AUT,2020-11-11,7514,65
Austria,AUT,2020-11-12,9262,44
Austria,AUT,2020-11-13,9586,53
Austria,AUT,2020-11-14,7063,85
Austria,AUT,2020-11-15,5665,83
Austria,AUT,2020-11-16,4657,58
Austria,AUT,2020-11-17,5984,58
Austria,AUT,2020-11-18,7091,109
Austria,AUT,2020-11-19,6995,62
Austria,AUT,2020-11-20,6668,108
Austria,AUT,2020-11-21,6611,104
Austria,AUT,2020-11-22,5226,60
Austria,AUT,2020-11-23,3145,71
Austria,AUT,2020-11-24,4377,118
Austria,AUT,2020-11-25,5802,90
Austria,AUT,2020-11-26,5526,106
Austria,AUT,2020-11-27,4954,113
Austria,AUT,2020-11-28,4669,132
Austria,AUT,2020-11-29,4047,87
Austria,AUT,2020-11-30,2748,79
Austria,AUT,2020-12-01,3033,141
Austria,AUT,2020-12-02,3972,121
Austria,AUT,2020-12-03,3969,92
Austria,AUT,2020-12-04,3815,113
Austria,AUT,2020-12-05,3444,106
Austria,AUT,2020-12-06,2741,83
Austria,AUT,2020-12-07,2263,57
Austria,AUT,2020-12-08,2377,105
Austria,AUT,2020-12-09,2932,54
Azerbaijan,AZE,2020-01-23,0,0
Azerbaijan,AZE,2020-01-24,0,0
Azerbaijan,AZE,2020-01-25,0,0
Azerbaijan,AZE,2020-01-26,0,0
Azerbaijan,AZE,2020-01-27,0,0
Azerbaijan,AZE,2020-01-28,0,0
Azerbaijan,AZE,2020-01-29,0,0
Azerbaijan,AZE,2020-01-30,0,0
Azerbaijan,AZE,2020-01-31,0,0
Azerbaijan,AZE,2020-02-01,0,0
Azerbaijan,AZE,2020-02-02,0,0
Azerbaijan,AZE,2020-02-03,0,0
Azerbaijan,AZE,2020-02-04,0,0
Azerbaijan,AZE,2020-02-05,0,0
Azerbaijan,AZE,2020-02-06,0,0
Azerbaijan,AZE,2020-02-07,0,0
Azerbaijan,AZE,2020-02-08,0,0
Azerbaijan,AZE,2020-02-09,0,0
Azerbaijan,AZE,2020-02-10,0,0
Azerbaijan,AZE,2020-02-11,0,0
Azerbaijan,AZE,2020-02-12,0,0
Azerbaijan,AZE,2020-02-13,0,0
Azerbaijan,AZE,2020-02-14,0,0
Azerbaijan,AZE,2020-02-15,0,0
Azerbaijan,AZE,2020-02-16,0,0
Azerbaijan,AZE,2020-02-17,0,0
Azerbaijan,AZE,2020-02-18,0,0
Azerbaijan,AZE,2020-02-19,0,0
Azerbaijan,AZE,2020-02-20,0,0
Azerbaijan,AZE,2020-02-21,0,0
Azerbaijan,AZE,2020-02-22,0,0
Azerbaijan,AZE,2020-02-23,0,0
Azerbaijan,AZE,2020-02-24,0,0
Azerbaijan,AZE,2020-02-25,0,0
Azerbaijan,AZE,2020-02-26,0,0
Azerbaijan,AZE,2020-02-27,0,0
Azerbaijan,AZE,2020-02-28,0,0
Azerbaijan,AZE,2020-02-29,0,0
Azerbaijan,AZE,2020-03-01,3,0
Azerbaijan,AZE,2020-03-02,0,0
Azerbaijan,AZE,2020-03-03,0,0
Azerbaijan,AZE,2020-03-04,0,0
Azerbaijan,AZE,2020-03-05,3,0
Azerbaijan,AZE,2020-03-06,0,0
Azerbaijan,AZE,2020-03-07,3,0
Azerbaijan,AZE,2020-03-08,0,0
Azerbaijan,AZE,2020-03-09,0,0
Azerbaijan,AZE,2020-03-10,2,0
Azerbaijan,AZE,2020-03-11,0,0
Azerbaijan,AZE,2020-03-12,0,0
Azerbaijan,AZE,2020-03-13,4,1
Azerbaijan,AZE,2020-03-14,0,0
Azerbaijan,AZE,2020-03-15,8,0
Azerbaijan,AZE,2020-03-16,5,0
Azerbaijan,AZE,2020-03-17,0,0
Azerbaijan,AZE,2020-03-18,0,0
Azerbaijan,AZE,2020-03-19,16,0
Azerbaijan,AZE,2020-03-20,0,0
Azerbaijan,AZE,2020-03-21,9,0
Azerbaijan,AZE,2020-03-22,12,0
Azerbaijan,AZE,2020-03-23,7,0
Azerbaijan,AZE,2020-03-24,15,0
Azerbaijan,AZE,2020-03-25,6,1
Azerbaijan,AZE,2020-03-26,29,1
Azerbaijan,AZE,2020-03-27,43,0
Azerbaijan,AZE,2020-03-28,17,1
Azerbaijan,AZE,2020-03-29,27,0
Azerbaijan,AZE,2020-03-30,64,0
Azerbaijan,AZE,2020-03-31,25,1
Azerbaijan,AZE,2020-04-01,61,0
Azerbaijan,AZE,2020-04-02,41,0
Azerbaijan,AZE,2020-04-03,43,0
Azerbaijan,AZE,2020-04-04,78,0
Azerbaijan,AZE,2020-04-05,63,2
Azerbaijan,AZE,2020-04-06,57,0
Azerbaijan,AZE,2020-04-07,76,1
Azerbaijan,AZE,2020-04-08,105,0
Azerbaijan,AZE,2020-04-09,104,1
Azerbaijan,AZE,2020-04-10,65,1
Azerbaijan,AZE,2020-04-11,67,1
Azerbaijan,AZE,2020-04-12,40,0
Azerbaijan,AZE,2020-04-13,50,1
Azerbaijan,AZE,2020-04-14,49,1
Azerbaijan,AZE,2020-04-15,56,0
Azerbaijan,AZE,2020-04-16,30,2
Azerbaijan,AZE,2020-04-17,57,0
Azerbaijan,AZE,2020-04-18,33,3
Azerbaijan,AZE,2020-04-19,25,1
Azerbaijan,AZE,2020-04-20,38,0
Azerbaijan,AZE,2020-04-21,44,1
Azerbaijan,AZE,2020-04-22,38,0
Azerbaijan,AZE,2020-04-23,30,0
Azerbaijan,AZE,2020-04-24,44,1
Azerbaijan,AZE,2020-04-25,25,0
Azerbaijan,AZE,2020-04-26,28,0
Azerbaijan,AZE,2020-04-27,33,1
Azerbaijan,AZE,2020-04-28,39,0
Azerbaijan,AZE,2020-04-29,49,1
Azerbaijan,AZE,2020-04-30,38,1
Azerbaijan,AZE,2020-05-01,50,1
Azerbaijan,AZE,2020-05-02,40,0
Azerbaijan,AZE,2020-05-03,38,0
Azerbaijan,AZE,2020-05-04,52,1
Azerbaijan,AZE,2020-05-05,76,0
Azerbaijan,AZE,2020-05-06,67,2
Azerbaijan,AZE,2020-05-07,77,0
Azerbaijan,AZE,2020-05-08,75,0
Azerbaijan,AZE,2020-05-09,143,3
Azerbaijan,AZE,2020-05-10,97,1
Azerbaijan,AZE,2020-05-11,70,0
Azerbaijan,AZE,2020-05-12,104,1
Azerbaijan,AZE,2020-05-13,65,2
Azerbaijan,AZE,2020-05-14,121,0
Azerbaijan,AZE,2020-05-15,101,1
Azerbaijan,AZE,2020-05-16,158,0
Azerbaijan,AZE,2020-05-17,136,3
Azerbaijan,AZE,2020-05-18,113,1
Azerbaijan,AZE,2020-05-19,131,1
Azerbaijan,AZE,2020-05-20,113,2
Azerbaijan,AZE,2020-05-21,118,1
Azerbaijan,AZE,2020-05-22,106,2
Azerbaijan,AZE,2020-05-23,127,3
Azerbaijan,AZE,2020-05-24,140,0
Azerbaijan,AZE,2020-05-25,149,2
Azerbaijan,AZE,2020-05-26,132,1
Azerbaijan,AZE,2020-05-27,165,2
Azerbaijan,AZE,2020-05-28,191,2
Azerbaijan,AZE,2020-05-29,230,2
Azerbaijan,AZE,2020-05-30,257,3
Azerbaijan,AZE,2020-05-31,248,2
Azerbaijan,AZE,2020-06-01,168,5
Azerbaijan,AZE,2020-06-02,273,3
Azerbaijan,AZE,2020-06-03,325,5
Azerbaijan,AZE,2020-06-04,262,2
Azerbaijan,AZE,2020-06-05,338,4
Azerbaijan,AZE,2020-06-06,379,2
Azerbaijan,AZE,2020-06-07,314,4
Azerbaijan,AZE,2020-06-08,323,5
Azerbaijan,AZE,2020-06-09,315,5
Azerbaijan,AZE,2020-06-10,339,4
Azerbaijan,AZE,2020-06-11,352,6
Azerbaijan,AZE,2020-06-12,336,5
Azerbaijan,AZE,2020-06-13,352,2
Azerbaijan,AZE,2020-06-14,387,4
Azerbaijan,AZE,2020-06-15,367,3
Azerbaijan,AZE,2020-06-16,338,4
Azerbaijan,AZE,2020-06-17,329,7
Azerbaijan,AZE,2020-06-18,338,6
Azerbaijan,AZE,2020-06-19,438,4
Azerbaijan,AZE,2020-06-20,471,5
Azerbaijan,AZE,2020-06-21,491,6
Azerbaijan,AZE,2020-06-22,478,7
Azerbaijan,AZE,2020-06-23,508,6
Azerbaijan,AZE,2020-06-24,590,7
Azerbaijan,AZE,2020-06-25,547,6
Azerbaijan,AZE,2020-06-26,517,7
Azerbaijan,AZE,2020-06-27,521,6
Azerbaijan,AZE,2020-06-28,534,5
Azerbaijan,AZE,2020-06-29,544,8
Azerbaijan,AZE,2020-06-30,556,7
Azerbaijan,AZE,2020-07-01,588,7
Azerbaijan,AZE,2020-07-02,572,8
Azerbaijan,AZE,2020-07-03,583,7
Azerbaijan,AZE,2020-07-04,534,6
Azerbaijan,AZE,2020-07-05,523,9
Azerbaijan,AZE,2020-07-06,513,8
Azerbaijan,AZE,2020-07-07,537,7
Azerbaijan,AZE,2020-07-08,542,9
Azerbaijan,AZE,2020-07-09,548,10
Azerbaijan,AZE,2020-07-10,526,8
Azerbaijan,AZE,2020-07-11,531,6
Azerbaijan,AZE,2020-07-12,520,8
Azerbaijan,AZE,2020-07-13,529,7
Azerbaijan,AZE,2020-07-14,543,6
Azerbaijan,AZE,2020-07-15,559,7
Azerbaijan,AZE,2020-07-16,493,8
Azerbaijan,AZE,2020-07-17,471,7
Azerbaijan,AZE,2020-07-18,497,8
Azerbaijan,AZE,2020-07-19,388,5
Azerbaijan,AZE,2020-07-20,369,9
Azerbaijan,AZE,2020-07-21,352,13
Azerbaijan,AZE,2020-07-22,391,9
Azerbaijan,AZE,2020-07-23,347,6
Azerbaijan,AZE,2020-07-24,332,9
Azerbaijan,AZE,2020-07-25,321,8
Azerbaijan,AZE,2020-07-26,417,9
Azerbaijan,AZE,2020-07-27,396,6
Azerbaijan,AZE,2020-07-28,412,7
Azerbaijan,AZE,2020-07-29,363,8
Azerbaijan,AZE,2020-07-30,339,3
Azerbaijan,AZE,2020-07-31,318,7
Azerbaijan,AZE,2020-08-01,279,6
Azerbaijan,AZE,2020-08-02,286,8
Azerbaijan,AZE,2020-08-03,241,6
Azerbaijan,AZE,2020-08-04,226,5
Azerbaijan,AZE,2020-08-05,193,3
Azerbaijan,AZE,2020-08-06,144,3
Azerbaijan,AZE,2020-08-07,129,4
Azerbaijan,AZE,2020-08-08,105,5
Azerbaijan,AZE,2020-08-09,87,2
Azerbaijan,AZE,2020-08-10,79,2
Azerbaijan,AZE,2020-08-11,84,3
Azerbaijan,AZE,2020-08-12,93,2
Azerbaijan,AZE,2020-08-13,91,3
Azerbaijan,AZE,2020-08-14,103,4
Azerbaijan,AZE,2020-08-15,89,2
Azerbaijan,AZE,2020-08-16,112,0
Azerbaijan,AZE,2020-08-17,124,2
Azerbaijan,AZE,2020-08-18,131,1
Azerbaijan,AZE,2020-08-19,146,1
Azerbaijan,AZE,2020-08-20,139,0
Azerbaijan,AZE,2020-08-21,162,2
Azerbaijan,AZE,2020-08-22,184,3
Azerbaijan,AZE,2020-08-23,169,3
Azerbaijan,AZE,2020-08-24,152,1
Azerbaijan,AZE,2020-08-25,133,2
Azerbaijan,AZE,2020-08-26,148,1
Azerbaijan,AZE,2020-08-27,137,2
Azerbaijan,AZE,2020-08-28,142,3
Azerbaijan,AZE,2020-08-29,188,2
Azerbaijan,AZE,2020-08-30,135,2
Azerbaijan,AZE,2020-08-31,126,3
Azerbaijan,AZE,2020-09-01,143,2
Azerbaijan,AZE,2020-09-02,154,2
Azerbaijan,AZE,2020-09-03,167,3
Azerbaijan,AZE,2020-09-04,132,2
Azerbaijan,AZE,2020-09-05,161,2
Azerbaijan,AZE,2020-09-06,137,3
Azerbaijan,AZE,2020-09-07,89,3
Azerbaijan,AZE,2020-09-08,139,1
Azerbaijan,AZE,2020-09-09,175,3
Azerbaijan,AZE,2020-09-10,142,1
Azerbaijan,AZE,2020-09-11,163,1
Azerbaijan,AZE,2020-09-12,135,2
Azerbaijan,AZE,2020-09-13,155,3
Azerbaijan,AZE,2020-09-14,76,2
Azerbaijan,AZE,2020-09-15,114,2
Azerbaijan,AZE,2020-09-16,141,3
Azerbaijan,AZE,2020-09-17,119,2
Azerbaijan,AZE,2020-09-18,117,1
Azerbaijan,AZE,2020-09-19,148,2
Azerbaijan,AZE,2020-09-20,146,1
Azerbaijan,AZE,2020-09-21,92,1
Azerbaijan,AZE,2020-09-22,98,2
Azerbaijan,AZE,2020-09-23,146,2
Azerbaijan,AZE,2020-09-24,162,1
Azerbaijan,AZE,2020-09-25,101,2
Azerbaijan,AZE,2020-09-26,108,2
Azerbaijan,AZE,2020-09-27,128,1
Azerbaijan,AZE,2020-09-28,38,2
Azerbaijan,AZE,2020-09-29,58,2
Azerbaijan,AZE,2020-09-30,110,1
Azerbaijan,AZE,2020-10-01,80,2
Azerbaijan,AZE,2020-10-02,144,1
Azerbaijan,AZE,2020-10-03,108,1
Azerbaijan,AZE,2020-10-04,130,1
Azerbaijan,AZE,2020-10-05,97,2
Azerbaijan,AZE,2020-10-06,143,2
Azerbaijan,AZE,2020-10-07,182,2
Azerbaijan,AZE,2020-10-08,191,1
Azerbaijan,AZE,2020-10-09,215,2
Azerbaijan,AZE,2020-10-10,233,3
Azerbaijan,AZE,2020-10-11,230,1
Azerbaijan,AZE,2020-10-12,122,0
Azerbaijan,AZE,2020-10-13,277,3
Azerbaijan,AZE,2020-10-14,369,4
Azerbaijan,AZE,2020-10-15,530,3
Azerbaijan,AZE,2020-10-16,509,2
Azerbaijan,AZE,2020-10-17,528,2
Azerbaijan,AZE,2020-10-18,647,3
Azerbaijan,AZE,2020-10-19,331,4
Azerbaijan,AZE,2020-10-20,584,5
Azerbaijan,AZE,2020-10-21,714,7
Azerbaijan,AZE,2020-10-22,825,6
Azerbaijan,AZE,2020-10-23,803,8
Azerbaijan,AZE,2020-10-24,792,8
Azerbaijan,AZE,2020-10-25,946,7
Azerbaijan,AZE,2020-10-26,527,8
Azerbaijan,AZE,2020-10-27,663,9
Azerbaijan,AZE,2020-10-28,988,11
Azerbaijan,AZE,2020-10-29,1015,9
Azerbaijan,AZE,2020-10-30,1022,10
Azerbaijan,AZE,2020-10-31,1095,12
Azerbaijan,AZE,2020-11-01,1175,10
Azerbaijan,AZE,2020-11-02,596,13
Azerbaijan,AZE,2020-11-03,1242,15
Azerbaijan,AZE,2020-11-04,1227,12
Azerbaijan,AZE,2020-11-05,1364,14
Azerbaijan,AZE,2020-11-06,1465,17
Azerbaijan,AZE,2020-11-07,1410,13
Azerbaijan,AZE,2020-11-08,1663,16
Azerbaijan,AZE,2020-11-09,635,12
Azerbaijan,AZE,2020-11-10,1346,15
Azerbaijan,AZE,2020-11-11,1202,18
Azerbaijan,AZE,2020-11-12,1622,20
Azerbaijan,AZE,2020-11-13,1364,22
Azerbaijan,AZE,2020-11-14,1849,19
Azerbaijan,AZE,2020-11-15,2259,21
Azerbaijan,AZE,2020-11-16,1395,18
Azerbaijan,AZE,2020-11-17,2075,20
Azerbaijan,AZE,2020-11-18,2239,25
Azerbaijan,AZE,2020-11-19,2597,23
Azerbaijan,AZE,2020-11-20,3169,26
Azerbaijan,AZE,2020-11-21,2735,28
Azerbaijan,AZE,2020-11-22,3196,24
Azerbaijan,AZE,2020-11-23,2187,29
Azerbaijan,AZE,2020-11-24,3646,34
